,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,datetime_UTC,Altitude (feet)
113,1478,,1496-2-102-195-394-34,,,,2021-10-19 17:41:29+00:00,,,,Methane,,,,,,,,,2,,2021-10-19 17:41:29+00:00,,Sonic,GHGSat,3,"No emission seen in study area, but a methane cloud was detected downwind",,,,,,0,8,218645,0,FALSE,,0,0,0,8834.783267,14628.08165,16568.53132,AZ,1.824333333,2.3255,2.404444444,2.183166667,2.0271,2.0271,344.7,283.9333333,193.6333333,196.2466667,186.575,147.7188889,2021-10-19 17:40:00+00:00,2021-10-19 17:47:00+00:00,2008,214.29,TRUE,1.483333333,FALSE,TN,0,0,0,0,0,0,0,0,0,0,159.4394751,119.3940089,199.1284731,264.231352,223.2418223,305.9370498,298.6642883,255.5028037,340.5250737,,,2021-10-19 17:41:28+00:00,10325
114,1268,,1496-2-103-897-1096-35,1,1,,2021-10-19 17:47:05+00:00,,,,Methane,,3277,4680,1875,,2.08,,,1,1,2021-10-19 17:47:05+00:00,,Sonic,GHGSat,2,,,,,,,270242.3,8,218645,270242.3,FALSE,,242173.83,218131.8505,145599.7098,43679.91293,25030.82025,23493.87972,AZ,1.955666667,1.906833333,1.927666667,2.647066667,2.44665,2.44665,59.73333333,50.36666667,47.7,69.75666667,141.5033333,159.98,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,11.375,FALSE,0.083333333,FALSE,NE,-1,4369.470318,4127.699494,4611.903828,3936.020933,3723.621516,4156.016709,2625.919772,2475.690322,2773.351023,788.1261333,727.6546536,847.3331463,451.7155495,403.845873,499.4241256,423.725732,377.5925124,469.7677167,-659.0209333,-16.74332897,2021-10-19 17:47:02+00:00,10300
115,1479,,1496-2-103-897-1096-35,1,1,,2021-10-19 17:47:05+00:00,,,,Methane,,3277,4680,1875,,2.08,,,1,1,2021-10-19 17:47:05+00:00,,Sonic,GHGSat,3,,,,,,,270242.3,8,218645,270242.3,FALSE,,242173.83,218131.8505,145599.7098,43679.91293,25030.82025,23493.87972,AZ,1.955666667,1.906833333,1.927666667,2.647066667,2.44665,2.44665,59.73333333,50.36666667,47.7,69.75666667,141.5033333,159.98,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,11.375,FALSE,0.083333333,FALSE,NE,-1,4371.074936,4133.619609,4619.001179,3936.028103,3726.169191,4158.302811,2625.55175,2477.418609,2777.345399,787.442173,728.1281254,847.1791895,451.3254403,403.3348461,499.2031962,423.8094926,377.3120521,469.1120105,-659.0281034,-16.74348064,2021-10-19 17:47:02+00:00,10300
116,1057,,1496-2-103-897-1096-35,1,1,,2021-10-19 17:47:05+00:00,,,,Methane,,1638,2457,819,,1.04,,,1,1,2021-10-19 17:47:05+00:00,,NASA-GEOS,GHGSat,1,,,,,,,270242.3,8,218645,270242.3,FALSE,,242173.83,218131.8505,145599.7098,43679.91293,25030.82025,23493.87972,AZ,1.955666667,1.906833333,1.927666667,2.647066667,2.44665,2.44665,59.73333333,50.36666667,47.7,69.75666667,141.5033333,159.98,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,11.375,FALSE,0.083333333,FALSE,NE,-1,4369.354555,4128.239837,4610.68007,3936.7004,3718.836485,4155.948876,2626.889502,2473.799119,2775.874151,788.2950569,728.0296468,848.8389075,452.2379033,405.0516465,499.7119259,423.6745669,376.8167973,470.1303558,-2298.7004,-58.39155044,2021-10-19 17:47:02+00:00,10300
117,1480,,1496-2-105-215-414-36,1,1,,2021-10-19 17:51:10+00:00,,,,Methane,,4142,5520,2764,,3.61,,,1,1,2021-10-19 17:52:05+00:00,0,Sonic,GHGSat,3,,,,,,,303872.8,8,218645,303872.8,FALSE,,294198.7833,289556.485,286697.4078,275862.494,159771.2035,108641.3782,AZ,2.725,2.839166667,3.143777778,3.110633333,2.879466667,2.879466667,30.6,34.75,33.51111111,125.66,98.29,136.6033333,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,953.265,TRUE,5.083333333,TRUE,TP,1,5308.146408,5016.086237,5604.028689,5224.330483,4938.007557,5521.140452,5170.579124,4889.018574,5461.140875,4980.625097,4710.483354,5258.318535,2882.214071,2719.493185,3041.876399,1960.753026,1842.014863,2077.240726,-1082.330483,-20.71711363,2021-10-19 17:52:09+00:00,10275
118,1269,,1496-2-105-215-414-36,1,1,,2021-10-19 17:51:10+00:00,,,,Methane,,3514,4825,2203,,3.61,,,1,1,2021-10-19 17:52:05+00:00,0,Sonic,GHGSat,2,,,,,,,303872.8,8,218645,303872.8,FALSE,,294198.7833,289556.485,286697.4078,275862.494,159771.2035,108641.3782,AZ,2.725,2.839166667,3.143777778,3.110633333,2.879466667,2.879466667,30.6,34.75,33.51111111,125.66,98.29,136.6033333,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,953.265,TRUE,5.083333333,TRUE,TP,1,5309.62311,5017.568898,5600.538369,5226.547374,4942.253956,5511.862053,5172.716923,4883.89243,5460.991111,4979.504373,4708.101854,5254.670077,2882.236563,2718.771127,3045.620171,1960.940476,1842.370577,2078.439181,-1712.547374,-32.76632261,2021-10-19 17:52:09+00:00,10275
119,1058,,1496-2-105-215-414-36,1,1,,2021-10-19 17:51:10+00:00,,,,Methane,,1565,2494,636,,1.61,,,1,1,2021-10-19 17:52:05+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,303872.8,8,218645,303872.8,FALSE,,294198.7833,289556.485,286697.4078,275862.494,159771.2035,108641.3782,AZ,2.725,2.839166667,3.143777778,3.110633333,2.879466667,2.879466667,30.6,34.75,33.51111111,125.66,98.29,136.6033333,2021-10-19 17:47:00+00:00,2021-10-19 17:55:58+00:00,2009,953.265,TRUE,5.083333333,TRUE,TP,1,5308.364184,5016.868511,5606.206613,5223.393474,4938.319867,5517.931566,5174.589594,4892.030341,5466.966467,4978.584738,4708.46611,5258.91831,2884.017917,2719.24957,3043.741319,1960.063142,1847.262195,2075.146868,-3658.393474,-70.03863469,2021-10-19 17:52:09+00:00,10275
120,1059,,1496-2-106-1628-1827-37,1,1,,2021-10-19 17:56:26+00:00,,,,Methane,,1276,2036,516,,1.53,,,1,1,2021-10-19 17:56:32+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,364106.88,8,218645,364106.88,FALSE,,352213.6513,337453.4723,329187.5171,318887.0318,294503.2991,202048.4691,AZ,3.343333333,3.777,3.615666667,2.2289,2.624533333,2.624533333,272.1666667,183.2,135.8333333,97.97666667,113.2216667,109.7466667,2021-10-19 17:55:58+00:00,2021-10-19 17:59:44+00:00,2010,116.165,FALSE,0.566666667,TRUE,NE,-1,6350.432691,6004.992584,6712.211446,6091.664068,5752.195014,6427.561892,5937.373861,5611.743928,6267.008368,5753.80306,5444.817211,6078.317495,5313.624231,5023.741452,5612.757538,3645.04986,3447.644015,3845.253904,-4815.664068,-79.05334264,2021-10-19 17:56:35+00:00,10275
121,1270,,1496-2-106-1628-1827-37,1,1,,2021-10-19 17:56:26+00:00,,,,Methane,,2946,4027,1865,,3.53,,,1,1,2021-10-19 17:56:32+00:00,0,Sonic,GHGSat,2,,,,,,,364106.88,8,218645,364106.88,FALSE,,352213.6513,337453.4723,329187.5171,318887.0318,294503.2991,202048.4691,AZ,3.343333333,3.777,3.615666667,2.2289,2.624533333,2.624533333,272.1666667,183.2,135.8333333,97.97666667,113.2216667,109.7466667,2021-10-19 17:55:58+00:00,2021-10-19 17:59:44+00:00,2010,116.165,FALSE,0.566666667,TRUE,NE,-1,6356.91628,6002.407084,6716.299755,6086.07271,5752.146513,6434.204077,5938.636463,5606.67467,6269.537946,5757.454833,5442.388578,6084.370313,5313.515723,5021.990902,5613.801965,3647.512442,3442.884506,3853.539737,-3140.07271,-51.59440019,2021-10-19 17:56:35+00:00,10275
122,1481,,1496-2-106-1628-1827-37,1,1,,2021-10-19 17:56:26+00:00,,,,Methane,,5824,7885,3763,,3.53,,,1,1,2021-10-19 17:56:32+00:00,0,Sonic,GHGSat,3,,,,,,,364106.88,8,218645,364106.88,FALSE,,352213.6513,337453.4723,329187.5171,318887.0318,294503.2991,202048.4691,AZ,3.343333333,3.777,3.615666667,2.2289,2.624533333,2.624533333,272.1666667,183.2,135.8333333,97.97666667,113.2216667,109.7466667,2021-10-19 17:55:58+00:00,2021-10-19 17:59:44+00:00,2010,116.165,FALSE,0.566666667,TRUE,NE,-1,6357.462031,6008.468861,6705.88573,6090.733556,5759.977761,6436.368355,5936.612874,5615.530598,6273.712414,5755.483483,5437.473495,6086.257379,5314.928576,5023.503109,5616.583593,3646.126708,3442.624795,3850.429875,-266.7335557,-4.37933384,2021-10-19 17:56:35+00:00,10275
123,1060,,1496-2-107-368-567-38,1,1,,2021-10-19 18:00:45+00:00,,,,Methane,,1062,1681,443,,1.44,,,1,1,2021-10-19 18:00:48+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,226170,8,218645,226170,FALSE,,231795.4933,237402.2533,243345.4133,297768.8639,303851.1818,284437.1365,AZ,2.887666667,3.125,3.138111111,2.771533333,2.466416667,2.466416667,32.13333333,28.7,22.84444444,182.3133333,125.33,126.8044444,2021-10-19 17:59:44+00:00,2021-10-19 18:05:36+00:00,2011,202.47,TRUE,1.066666667,TRUE,TP,1,4184.105158,3955.146981,4415.793841,4284.760204,4052.264259,4522.459795,4390.589531,4148.352429,4634.296266,5373.586057,5079.217278,5676.930518,5480.71483,5182.581975,5795.700291,5132.700727,4847.160525,5421.33092,-3222.760204,-75.21448227,2021-10-19 18:00:42+00:00,10275
124,1271,,1496-2-107-368-567-38,1,1,,2021-10-19 18:00:45+00:00,,,,Methane,,2098,2828,1367,,2.84,,,1,1,2021-10-19 18:00:48+00:00,0,Sonic,GHGSat,2,,,,,,,226170,8,218645,226170,FALSE,,231795.4933,237402.2533,243345.4133,297768.8639,303851.1818,284437.1365,AZ,2.887666667,3.125,3.138111111,2.771533333,2.466416667,2.466416667,32.13333333,28.7,22.84444444,182.3133333,125.33,126.8044444,2021-10-19 17:59:44+00:00,2021-10-19 18:05:36+00:00,2011,202.47,TRUE,1.066666667,TRUE,TP,1,4183.718329,3955.45492,4418.425366,4283.075032,4052.461611,4528.78636,4390.532364,4147.361247,4635.791351,5372.544219,5078.595268,5677.016084,5483.904973,5188.157704,5793.043552,5131.895362,4852.674611,5416.194651,-2185.075032,-51.01650136,2021-10-19 18:00:42+00:00,10275
125,1482,,1496-2-107-368-567-38,1,1,,2021-10-19 18:00:45+00:00,,,,Methane,,3462,4693,2231,,2.84,,,1,1,2021-10-19 18:00:48+00:00,0,Sonic,GHGSat,3,,,,,,,226170,8,218645,226170,FALSE,,231795.4933,237402.2533,243345.4133,297768.8639,303851.1818,284437.1365,AZ,2.887666667,3.125,3.138111111,2.771533333,2.466416667,2.466416667,32.13333333,28.7,22.84444444,182.3133333,125.33,126.8044444,2021-10-19 17:59:44+00:00,2021-10-19 18:05:36+00:00,2011,202.47,TRUE,1.066666667,TRUE,TP,1,4180.731408,3955.424888,4416.91999,4285.395675,4049.277805,4527.483099,4390.458794,4149.056941,4641.875015,5373.395934,5075.586894,5677.257755,5482.936706,5182.485712,5792.03216,5133.661336,4850.276441,5423.472093,-823.395675,-19.21399417,2021-10-19 18:00:42+00:00,10275
126,1483,,1496-2-108-1332-1531-39,1,1,,2021-10-19 18:06:19+00:00,,,,Methane,,3583,4857,2309,,2.6,,,1,1,2021-10-19 18:06:25+00:00,0,Sonic,GHGSat,3,,,,,,,358850.72,8,218645,358850.72,FALSE,,356214.5253,355324.929,350900.8671,323142.9495,302989.3102,307711.9967,AZ,2.582,2.682166667,2.873333333,2.825433333,2.725616667,2.725616667,250.4,149.3,173.8666667,117.4566667,136.895,122.6511111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,132.11,FALSE,0.816666667,TRUE,NE,-1,6429.165079,6076.909558,6796.138834,6408.784777,6061.302047,6779.034106,6330.171921,5982.547626,6681.486116,5831.328287,5508.696752,6151.447142,5467.93836,5165.038817,5776.440458,5552.902498,5247.748934,5866.211699,-2825.784777,-44.09236502,2021-10-19 18:06:23+00:00,10275
127,1272,,1496-2-108-1332-1531-39,1,1,,2021-10-19 18:06:19+00:00,,,,Methane,,2823,3840,1805,,2.6,,,1,1,2021-10-19 18:06:25+00:00,0,Sonic,GHGSat,2,,,,,,,358850.72,8,218645,358850.72,FALSE,,356214.5253,355324.929,350900.8671,323142.9495,302989.3102,307711.9967,AZ,2.582,2.682166667,2.873333333,2.825433333,2.725616667,2.725616667,250.4,149.3,173.8666667,117.4566667,136.895,122.6511111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,132.11,FALSE,0.816666667,TRUE,NE,-1,6426.385662,6078.441737,6787.153492,6412.698149,6059.941317,6772.102343,6327.536846,5978.590491,6686.273474,5831.655552,5508.337781,6162.77279,5466.180367,5167.698424,5765.934278,5552.656025,5245.755438,5873.643951,-3589.698149,-55.97796849,2021-10-19 18:06:23+00:00,10275
128,1061,,1496-2-108-1332-1531-39,1,1,,2021-10-19 18:06:19+00:00,,,,Methane,,1489,2360,618,,1.37,,,1,1,2021-10-19 18:06:25+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,358850.72,8,218645,358850.72,FALSE,,356214.5253,355324.929,350900.8671,323142.9495,302989.3102,307711.9967,AZ,2.582,2.682166667,2.873333333,2.825433333,2.725616667,2.725616667,250.4,149.3,173.8666667,117.4566667,136.895,122.6511111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,132.11,FALSE,0.816666667,TRUE,NE,-1,6427.445417,6074.854059,6788.373758,6409.037179,6062.027173,6771.770641,6333.497057,5981.921371,6695.43023,5832.833284,5516.558703,6166.948566,5466.304047,5162.023407,5772.64475,5551.593139,5256.110689,5863.702373,-4920.037179,-76.76718112,2021-10-19 18:06:23+00:00,10275
129,1062,,1496-2-109-715-914-40,1,1,,2021-10-19 18:10:46+00:00,,,,Methane,,1768,2814,722,,1.29,,,1,1,2021-10-19 18:10:50+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,353722.8,8,218645,353722.8,FALSE,,347747.8187,341154.7882,337919.2588,344038.9122,325654.4581,316135.4207,AZ,3.688,3.38,3.086888889,2.601233333,2.710033333,2.710033333,203.4333333,123.65,88.78888889,122.6366667,107.6716667,132.5722222,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,820.67,TRUE,5.233333333,TRUE,TP,1,6272.975389,5925.896818,6625.300989,6158.19258,5825.669835,6493.860159,6098.768189,5763.582137,6446.163504,6208.111936,5865.774767,6559.582302,5874.831573,5558.496106,6198.452914,5704.979344,5389.005295,6025.123957,-4390.19258,-71.29027751,2021-10-19 18:10:44+00:00,10300
130,1273,,1496-2-109-715-914-40,1,1,,2021-10-19 18:10:46+00:00,,,,Methane,,5417,7370,3464,,3.95,,,1,1,2021-10-19 18:10:50+00:00,0,Sonic,GHGSat,2,,,,,,,353722.8,8,218645,353722.8,FALSE,,347747.8187,341154.7882,337919.2588,344038.9122,325654.4581,316135.4207,AZ,3.688,3.38,3.086888889,2.601233333,2.710033333,2.710033333,203.4333333,123.65,88.78888889,122.6366667,107.6716667,132.5722222,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,820.67,TRUE,5.233333333,TRUE,TP,1,6274.52631,5932.25905,6629.079129,6156.783665,5821.018702,6497.494348,6097.152167,5763.754411,6445.688872,6207.796453,5872.265445,6562.031262,5878.292667,5560.167407,6200.666049,5706.230578,5393.250675,6009.05987,-739.7836646,-12.01574889,2021-10-19 18:10:44+00:00,10300
131,1484,,1496-2-109-715-914-40,1,1,,2021-10-19 18:10:46+00:00,,,,Methane,,7738,10857,4619,,3.95,,,1,1,2021-10-19 18:10:50+00:00,0,Sonic,GHGSat,3,,,,,,,353722.8,8,218645,353722.8,FALSE,,347747.8187,341154.7882,337919.2588,344038.9122,325654.4581,316135.4207,AZ,3.688,3.38,3.086888889,2.601233333,2.710033333,2.710033333,203.4333333,123.65,88.78888889,122.6366667,107.6716667,132.5722222,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,820.67,TRUE,5.233333333,TRUE,TP,1,6274.859849,5930.061306,6628.697538,6155.087487,5823.573654,6490.62648,6098.123833,5765.83014,6438.881065,6208.714623,5870.817076,6551.442987,5878.263485,5557.427824,6193.633035,5704.725257,5393.573479,6020.765603,1582.912513,25.71714075,2021-10-19 18:10:44+00:00,10300
132,1063,,1496-2-110-504-703-41,1,1,,2021-10-19 18:15:05+00:00,,,,Methane,,1948,3101,795,,1.21,,,1,1,2021-10-19 18:15:18+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,406365.8,8,218645,406365.8,FALSE,,413726.3453,409494.7753,404984.9118,373260.7533,358885.2562,337408.042,AZ,1.218666667,1.235166667,1.358666667,2.524733333,2.524683333,2.524683333,121,173.9333333,146.5888889,107.4933333,105.5516667,101.9555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,1463.225,TRUE,9.7,TRUE,TP,1,7466.895872,7051.561066,7892.753716,7388.859059,6991.607398,7803.998473,7304.781087,6912.885573,7715.683619,6733.24722,6366.822202,7114.908962,6476.50337,6126.348522,6830.978984,6088.035159,5761.427606,6424.953423,-5440.859059,-73.63598379,2021-10-19 18:15:19+00:00,10300
133,1274,,1496-2-110-504-703-41,1,1,,2021-10-19 18:15:05+00:00,,,,Methane,,2070,3197,944,,1.29,,,1,1,2021-10-19 18:15:18+00:00,0,Sonic,GHGSat,2,,,,,,,406365.8,8,218645,406365.8,FALSE,,413726.3453,409494.7753,404984.9118,373260.7533,358885.2562,337408.042,AZ,1.218666667,1.235166667,1.358666667,2.524733333,2.524683333,2.524683333,121,173.9333333,146.5888889,107.4933333,105.5516667,101.9555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,1463.225,TRUE,9.7,TRUE,TP,1,7463.572312,7051.449551,7888.546232,7390.019438,6989.704819,7804.760075,7307.29181,6903.878695,7723.533833,6735.014323,6368.260907,7102.868138,6475.61778,6124.150781,6846.317625,6087.469582,5754.872737,6416.816705,-5320.019438,-71.98924824,2021-10-19 18:15:19+00:00,10300
134,1485,,1496-2-110-504-703-41,1,1,,2021-10-19 18:15:05+00:00,,,,Methane,,2750,4204,1296,,1.29,,,1,1,2021-10-19 18:15:18+00:00,0,Sonic,GHGSat,3,,,,,,,406365.8,8,218645,406365.8,FALSE,,413726.3453,409494.7753,404984.9118,373260.7533,358885.2562,337408.042,AZ,1.218666667,1.235166667,1.358666667,2.524733333,2.524683333,2.524683333,121,173.9333333,146.5888889,107.4933333,105.5516667,101.9555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,1463.225,TRUE,9.7,TRUE,TP,1,7463.873625,7051.896758,7889.014224,7388.24574,6985.039647,7799.861998,7306.072266,6904.835617,7708.10397,6731.602621,6360.755314,7116.747797,6477.759809,6123.085734,6847.809076,6087.31322,5754.840494,6433.934422,-4638.24574,-62.77871505,2021-10-19 18:15:19+00:00,10300
135,1486,,1496-2-111-730-929-42,1,1,,2021-10-19 18:19:09+00:00,,,,Methane,,4787,6378,3196,,3.14,,,1,1,2021-10-19 18:19:10+00:00,0,Sonic,GHGSat,3,,,,,,,377722.8,8,218645,377722.8,FALSE,,377764.14,378220.5815,377412.393,370353.9908,363249.2413,357117.453,AZ,3.083,3.050666667,3.077555556,2.580233333,2.72615,2.72615,14.56666667,21.71666667,19.9,63.27333333,70.63166667,87.50111111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2154.34,TRUE,13.56666667,TRUE,TP,1,6817.796511,6445.549376,7199.211701,6825.439329,6451.519743,7216.543414,6811.932576,6440.181265,7192.418436,6682.850516,6313.875514,7055.869487,6553.290083,6198.564761,6912.621905,6440.989285,6087.459813,6806.792931,-2038.439329,-29.86532047,2021-10-19 18:19:10+00:00,10275
136,1275,,1496-2-111-730-929-42,1,1,,2021-10-19 18:19:09+00:00,,,,Methane,,3949,5330,2568,,3.14,,,1,1,2021-10-19 18:19:10+00:00,0,Sonic,GHGSat,2,,,,,,,377722.8,8,218645,377722.8,FALSE,,377764.14,378220.5815,377412.393,370353.9908,363249.2413,357117.453,AZ,3.083,3.050666667,3.077555556,2.580233333,2.72615,2.72615,14.56666667,21.71666667,19.9,63.27333333,70.63166667,87.50111111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2154.34,TRUE,13.56666667,TRUE,TP,1,6816.531225,6450.946098,7201.602324,6821.594913,6446.798109,7207.782337,6809.254939,6437.627483,7186.33287,6681.320313,6315.967973,7039.327376,6553.098272,6197.201495,6913.3518,6442.652318,6089.692751,6801.670572,-2872.594913,-42.11031217,2021-10-19 18:19:10+00:00,10275
137,1064,,1496-2-111-730-929-42,1,1,,2021-10-19 18:19:09+00:00,,,,Methane,,1448,2301,595,,1.15,,,1,1,2021-10-19 18:19:10+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,377722.8,8,218645,377722.8,FALSE,,377764.14,378220.5815,377412.393,370353.9908,363249.2413,357117.453,AZ,3.083,3.050666667,3.077555556,2.580233333,2.72615,2.72615,14.56666667,21.71666667,19.9,63.27333333,70.63166667,87.50111111,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2154.34,TRUE,13.56666667,TRUE,TP,1,6811.760089,6436.691949,7195.05933,6821.370205,6447.368502,7203.473092,6813.276833,6436.857437,7197.643836,6684.528873,6322.538676,7051.077418,6552.3714,6191.559481,6923.062898,6442.624399,6090.422532,6806.708355,-5373.370205,-78.77259324,2021-10-19 18:19:10+00:00,10275
138,1065,,1496-2-112-923-1122-43,1,1,,2021-10-19 18:24:04+00:00,,,,Methane,,1569,2513,625,,1.07,,,1,1,2021-10-19 18:24:06+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,411835.2,8,218645,411835.2,FALSE,,406215.4147,405389.208,404908.8649,393930.0837,382267.1827,373297.8332,AZ,1.33,1.435166667,1.481777778,2.101666667,2.333116667,2.333116667,188.6,149.5833333,110.5111111,68.81333333,66.76666667,71.91555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2771.34,TRUE,18.5,TRUE,TP,1,7334.284959,6931.419476,7744.840343,7314.923794,6922.093674,7720.240466,7305.989397,6908.854508,7718.346086,7105.384221,6720.025241,7515.610798,6896.856723,6521.170766,7286.600198,6735.841044,6364.033088,7112.169845,-5745.923794,-78.55069931,2021-10-19 18:24:02+00:00,10275
139,1276,,1496-2-112-923-1122-43,1,1,,2021-10-19 18:24:04+00:00,,,,Methane,,1907,3488,326,,1.3,,,1,1,2021-10-19 18:24:06+00:00,0,Sonic,GHGSat,2,,,,,,,411835.2,8,218645,411835.2,FALSE,,406215.4147,405389.208,404908.8649,393930.0837,382267.1827,373297.8332,AZ,1.33,1.435166667,1.481777778,2.101666667,2.333116667,2.333116667,188.6,149.5833333,110.5111111,68.81333333,66.76666667,71.91555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2771.34,TRUE,18.5,TRUE,TP,1,7331.0563,6930.555152,7740.050134,7314.605918,6915.727415,7722.105364,7302.995184,6898.63724,7720.465269,7108.9214,6720.179752,7512.729277,6897.20024,6522.971478,7266.76595,6737.296388,6363.912814,7106.144783,-5407.605918,-73.92887571,2021-10-19 18:24:02+00:00,10275
140,1487,,1496-2-112-923-1122-43,1,1,,2021-10-19 18:24:04+00:00,,,,Methane,,3006,4294,1718,,1.3,,,1,1,2021-10-19 18:24:06+00:00,0,Sonic,GHGSat,3,,,,,,,411835.2,8,218645,411835.2,FALSE,,406215.4147,405389.208,404908.8649,393930.0837,382267.1827,373297.8332,AZ,1.33,1.435166667,1.481777778,2.101666667,2.333116667,2.333116667,188.6,149.5833333,110.5111111,68.81333333,66.76666667,71.91555556,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2012,2771.34,TRUE,18.5,TRUE,TP,1,7330.467085,6925.564638,7737.336221,7312.556774,6913.752392,7711.708397,7304.769928,6905.542351,7711.345953,7105.049703,6719.533125,7502.672274,6896.556988,6524.861299,7269.309461,6736.970467,6372.509306,7100.136743,-4306.556774,-58.89262685,2021-10-19 18:24:02+00:00,10275
141,1066,,1496-2-113-543-742-44,1,1,,2021-10-19 18:27:56+00:00,,,,Methane,,862,1375,349,,1.01,,,1,1,2021-10-19 18:27:59+00:00,0,NASA-GEOS,GHGSat,1,,,,,,,324100.5,8,218645,324100.5,FALSE,,326496.5533,330924.376,336773.4461,383609.1999,385523.7486,377120.5479,AZ,3.466333333,3.460166667,3.365888889,2.710166667,2.587033333,2.587033333,32.1,28.73333333,27.84444444,60.28,51.965,58.40333333,2021-10-19 18:27:39+00:00,2021-10-19 18:33:10+00:00,2013,69.95,FALSE,0.333333333,TRUE,NE,-1,5891.036634,5569.869914,6221.497091,5969.881404,5641.9124,6304.85028,6077.932049,5743.636794,6421.783828,6921.183551,6534.929345,7304.370869,6958.717847,6579.494142,7345.427248,6803.675766,6428.457764,7179.70458,-5107.881404,-85.56085219,2021-10-19 18:28:00+00:00,10300
142,1277,,1496-2-113-543-742-44,1,1,,2021-10-19 18:27:56+00:00,,,,Methane,,2949,4015,1883,,3.46,,,1,1,2021-10-19 18:27:59+00:00,0,Sonic,GHGSat,2,,,,,,,324100.5,8,218645,324100.5,FALSE,,326496.5533,330924.376,336773.4461,383609.1999,385523.7486,377120.5479,AZ,3.466333333,3.460166667,3.365888889,2.710166667,2.587033333,2.587033333,32.1,28.73333333,27.84444444,60.28,51.965,58.40333333,2021-10-19 18:27:39+00:00,2021-10-19 18:33:10+00:00,2013,69.95,FALSE,0.333333333,TRUE,NE,-1,5892.360334,5568.321764,6217.62963,5970.240921,5642.83761,6302.350595,6074.997169,5742.740424,6420.145553,6922.068504,6541.841153,7318.683057,6954.70189,6575.650833,7341.138123,6808.546606,6435.379746,7189.664219,-3021.240921,-50.60500843,2021-10-19 18:28:00+00:00,10300
